"","Product.Type","Price","PriceIndexPercentageChange","ProductSold","Date","ParticipatingBidders","ProductGroup12MSalesSplit","SupplyOffered","TwelveMonthQtySold","AveragePublishedPrice.1","ChangeInPriceIndex","EventDuration","MinSupply","QualifiedBidders","QuantitySold","TotalRounds","TwelveMonthQtySold.1","WinningBidders","Duration"
"1051","LAC","540","-6.9","TRUE",2015-06-02,"148","0","TRUE","150","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1052","MPC70",NA,NA,"FALSE",2015-06-02,"148",NA,"FALSE",NA,"2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1053","RenCas","5789","-4.4","TRUE",2015-06-02,"148","1","TRUE","9785","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1054","SMP","1982","-1.3","TRUE",2015-06-02,"148","22.6","TRUE","221566","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1055","SWP",NA,NA,"FALSE",2015-06-02,"148",NA,"FALSE",NA,"2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1056","WMP","2309","-3.1","TRUE",2015-06-02,"148","56.8","TRUE","557780","2412","-4.3","1:57","26740","642","27711","12","981584","115","117"
"1057","AMF","3856","2.4","TRUE",2015-10-20,"163","8.9","TRUE","75675","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1058","Butter","2850","-11.1","TRUE",2015-10-20,"163","6.1","TRUE","51565","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1059","BMP","2064","3.2","TRUE",2015-10-20,"163","1","TRUE","8700","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1060","Ched","3163","-2.2","TRUE",2015-10-20,"163","4.5","TRUE","37863","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1061","LAC","507","-3.8","TRUE",2015-10-20,"163","0.2","TRUE","2070","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1062","MPC70",NA,NA,"FALSE",2015-10-20,"163",NA,"FALSE",NA,"2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1063","RenCas","6178","2.1","TRUE",2015-10-20,"163","1.3","TRUE","10982","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1064","SMP","2178","-4.5","TRUE",2015-10-20,"163","20.8","TRUE","176322","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1065","SWP",NA,NA,"FALSE",2015-10-20,"163",NA,"FALSE",NA,"2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1066","WMP","2694","-4.6","TRUE",2015-10-20,"163","56.8","TRUE","480403","2735","-3.1","1:52","33375","639","34519","12","845841","127","112"
"1067","AMF","3340","4.9","TRUE",2016-05-17,"155","11","TRUE","79495","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1068","Butter","2697","3.8","TRUE",2016-05-17,"155","7.5","TRUE","53920","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1069","BMP","1545","16.2","TRUE",2016-05-17,"155","1.2","TRUE","8732","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1070","Ched","2693","-0.8","TRUE",2016-05-17,"155","4.2","TRUE","30157","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1071","LAC","713","3.9","TRUE",2016-05-17,"155","0.8","TRUE","6122","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1072","MPC70",NA,NA,"FALSE",2016-05-17,"155",NA,"FALSE",NA,"2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1073","RenCas","5060","0.3","TRUE",2016-05-17,"155","1.7","TRUE","12271","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1074","SMP","1658","-0.9","TRUE",2016-05-17,"155","22.9","TRUE","165247","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1075","SWP",NA,NA,"FALSE",2016-05-17,"155",NA,"FALSE",NA,"2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1076","WMP","2252","3","TRUE",2016-05-17,"155","50.6","TRUE","364717","2283","2.6","2:00","16735","623","18113","14","720911","111","120"
"1077","AMF","6547","2.2","TRUE",2018-01-16,"200","8.3","TRUE","54210","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1078","Butter","4897","8.8","TRUE",2018-01-16,"200","6.5","TRUE","42402","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1079","BMP",NA,NA,"FALSE",2018-01-16,"200",NA,"FALSE",NA,"3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1080","Ched","3486","5.2","TRUE",2018-01-16,"200","4","TRUE","25877","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1081","LAC","397",NA,"TRUE",2018-01-16,"200","1.5","TRUE","10059","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1082","MPC70",NA,NA,"FALSE",2018-01-16,"200",NA,"FALSE",NA,"3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1083","RenCas","4709","5.5","TRUE",2018-01-16,"200","1.9","TRUE","12176","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1084","SMP","1818","6.5","TRUE",2018-01-16,"200","23.3","TRUE","152382","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1085","SWP",NA,NA,"FALSE",2018-01-16,"200",NA,"FALSE",NA,"3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1086","WMP","3010","5.1","TRUE",2018-01-16,"200","53.2","TRUE","347420","3310","4.9","2:05","21510","517","23319","14","653139","129","125"
"1087","AMF","6577","-0.2","TRUE",2017-07-18,"160","10.4","TRUE","68329","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1088","Butter","6004","3.4","TRUE",2017-07-18,"160","6.9","TRUE","44895","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1089","BMP",NA,NA,"FALSE",2017-07-18,"160",NA,"FALSE",NA,"3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1090","Ched","4112","1.6","TRUE",2017-07-18,"160","3.7","TRUE","24011","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1091","LAC","825","-1.8","TRUE",2017-07-18,"160","1.8","TRUE","11609","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1092","MPC70",NA,NA,"FALSE",2017-07-18,"160",NA,"FALSE",NA,"3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1093","RenCas","6358","2.4","TRUE",2017-07-18,"160","1.6","TRUE","10597","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1094","SMP","2024","-3.2","TRUE",2017-07-18,"160","23.2","TRUE","151483","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1095","SWP",NA,NA,"FALSE",2017-07-18,"160",NA,"FALSE",NA,"3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1096","WMP","3114","0.3","TRUE",2017-07-18,"160","51.1","TRUE","333975","3387","0.2","2:25","24020","525","26688","17","653910","115","145"
"1097","AMF","3254","-8.3","TRUE",2016-03-01,"160","10.5","TRUE","80496","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1098","Butter","2811","-0.5","TRUE",2016-03-01,"160","7.2","TRUE","55549","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1099","BMP","1452","-2.9","TRUE",2016-03-01,"160","1.2","TRUE","8894","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1100","Ched","2528","-0.7","TRUE",2016-03-01,"160","4.5","TRUE","34754","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1101","LAC","613","7.9","TRUE",2016-03-01,"160","0.6","TRUE","4632","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1102","MPC70",NA,NA,"FALSE",2016-03-01,"160",NA,"FALSE",NA,"2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1103","RenCas","4569","14.9","TRUE",2016-03-01,"160","1.4","TRUE","10881","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1104","SMP","1802","1.3","TRUE",2016-03-01,"160","21.8","TRUE","167986","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1105","SWP",NA,NA,"FALSE",2016-03-01,"160",NA,"FALSE",NA,"2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1106","WMP","1974","5.5","TRUE",2016-03-01,"160","52.6","TRUE","405143","2253","1.4","2:11","22125","607","21880","14","769585","122","131"
"1107","AMF","5146","2.6","TRUE",2016-11-01,"166","11.6","TRUE","81673","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1108","Butter","4146","4","TRUE",2016-11-01,"166","7.9","TRUE","55850","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1109","BMP","2248","-5.4","TRUE",2016-11-01,"166","1.3","TRUE","9129","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1110","Ched","3332","0.9","TRUE",2016-11-01,"166","3.8","TRUE","26883","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1111","LAC","755","-4","TRUE",2016-11-01,"166","1.3","TRUE","9127","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1112","MPC70",NA,NA,"FALSE",2016-11-01,"166",NA,"FALSE",NA,"3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1113","RenCas","6025","-4.8","TRUE",2016-11-01,"166","1.7","TRUE","11908","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1114","SMP","2329","6.5","TRUE",2016-11-01,"166","23.9","TRUE","169233","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1115","SWP",NA,NA,"FALSE",2016-11-01,"166",NA,"FALSE",NA,"3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1116","WMP","3317","19.8","TRUE",2016-11-01,"166","48.6","TRUE","343301","3327","11.4","2:23","24725","510","27735","17","707104","107","143"
"1117","AMF","2724","26.6","TRUE",2015-08-18,"177","8.6","TRUE","78594","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1118","Butter","2541","10.8","TRUE",2015-08-18,"177","5.8","TRUE","53086","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1119","BMP","1400","-13.8","TRUE",2015-08-18,"177","1","TRUE","9028","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1120","Ched","2778","4.4","TRUE",2015-08-18,"177","4.3","TRUE","38859","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1121","LAC","502","-7.8","TRUE",2015-08-18,"177","0.1","TRUE","891","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1122","MPC70",NA,NA,"FALSE",2015-08-18,"177",NA,"FALSE",NA,"1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1123","RenCas","5441","3","TRUE",2015-08-18,"177","1.1","TRUE","10306","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1124","SMP","1521","8.5","TRUE",2015-08-18,"177","21.9","TRUE","199548","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1125","SWP",NA,NA,"FALSE",2015-08-18,"177",NA,"FALSE",NA,"1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1126","WMP","1856","19.1","TRUE",2015-08-18,"177","56.9","TRUE","517461","1974","14.8","2:46","35275","621","36904","17","910034","136","166"
"1127","AMF","4067","-5.4","TRUE",2015-02-03,"169","8.3","TRUE","89818","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1128","Butter","3783","6.1","TRUE",2015-02-03,"169","6.3","TRUE","68244","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1129","BMP","2436","-0.4","TRUE",2015-02-03,"169","0.8","TRUE","8498","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1130","Ched","2636","-11.1","TRUE",2015-02-03,"169","3.2","TRUE","34809","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1131","LAC",NA,NA,"FALSE",2015-02-03,"169",NA,"FALSE",NA,"3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1132","MPC70",NA,NA,"FALSE",2015-02-03,"169",NA,"FALSE",NA,"3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1133","RenCas","8776","7.7","TRUE",2015-02-03,"169","0.8","TRUE","8835","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1134","SMP","2598","6.7","TRUE",2015-02-03,"169","22.6","TRUE","246039","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1135","SWP",NA,NA,"TRUE",2015-02-03,"169","0.1","TRUE","911","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1136","WMP","2874","19.2","TRUE",2015-02-03,"169","57.7","TRUE","627410","3042","9.4","2:53","26927","688","28000","16","1088074","111","173"
"1137","AMF","3898","-3.8",NA,2014-06-17,"193","9","TRUE","85244","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1138","Butter","3699","1.8",NA,2014-06-17,"193","6.5","TRUE","61983","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1139","BMP","4535","17",NA,2014-06-17,"193","0.9","TRUE","8392","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1140","Ched","4381","2.4",NA,2014-06-17,"193","2.9","TRUE","27398","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1141","LAC",NA,NA,NA,2014-06-17,"193",NA,"FALSE",NA,"3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1142","MPC70",NA,NA,NA,2014-06-17,"193",NA,"FALSE",NA,"3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1143","RenCas","11155","4.6",NA,2014-06-17,"193","0.9","TRUE","8525","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1144","SMP","3855","-0.2",NA,2014-06-17,"193","22.1","TRUE","210062","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1145","WMP","3658","2.4",NA,2014-06-17,"193","57.2","TRUE","542372","3807","0.9","2:41","30611","690","31984","15","948880","124","161"
"1146","AMF","5806","-7","TRUE",2018-04-03,"169","7.9","TRUE","53404","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1147","Butter","5494","4.1","TRUE",2018-04-03,"169","6.4","TRUE","43390","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1148","BMP","1988","1","TRUE",2018-04-03,"169","1.3","TRUE","8746","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1149","Ched","3679","2.2","TRUE",2018-04-03,"169","3.8","TRUE","26023","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1150","LAC","549","1.1","TRUE",2018-04-03,"169","1.3","TRUE","8728","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1151","MPC70",NA,NA,"FALSE",2018-04-03,"169",NA,"FALSE",NA,"3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1152","RenCas","5668","12.1","TRUE",2018-04-03,"169","1.7","TRUE","11702","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1153","SMP","1849","-1.8","TRUE",2018-04-03,"169","23.8","TRUE","161865","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1154","SWP",NA,NA,"FALSE",2018-04-03,"169",NA,"FALSE",NA,"3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1155","WMP","3278","1.6","TRUE",2018-04-03,"169","53.8","TRUE","365946","3477","-0.6","2:17","15810","514","17222","16","679804","123","137"
"1156","AMF","4200","10.8","TRUE",2014-12-16,"176","8.6","TRUE","92149","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1157","Butter","3145","10.4","TRUE",2014-12-16,"176","6.5","TRUE","69974","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1158","BMP","2466","-9.5","TRUE",2014-12-16,"176","0.8","TRUE","8310","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1159","Ched","3002","-0.6","TRUE",2014-12-16,"176","3.1","TRUE","32805","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1160","LAC",NA,NA,"FALSE",2014-12-16,"176",NA,"FALSE",NA,"2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1161","MPC70",NA,NA,"FALSE",2014-12-16,"176",NA,"FALSE",NA,"2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1162","RenCas","7576","4.5","TRUE",2014-12-16,"176","0.8","TRUE","8486","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1163","SMP","2320","-3.2","TRUE",2014-12-16,"176","22.9","TRUE","245811","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1164","SWP",NA,NA,"TRUE",2014-12-16,"176","0","TRUE","250","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1165","WMP","2270","1.4","TRUE",2014-12-16,"176","56.9","TRUE","609392","2609","2.4","2:35","34270","667","35390","14","1071880","126","155"
"1166","AMF","5106","1","TRUE",2018-10-16,"183","9.5","TRUE","62889","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1167","Butter","4114","2.4","TRUE",2018-10-16,"183","6.9","TRUE","45704","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1168","BMP",NA,NA,"FALSE",2018-10-16,"183",NA,"FALSE",NA,"2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1169","Ched","3404","-1.8","TRUE",2018-10-16,"183","4","TRUE","26622","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1170","LAC","926","1.5","TRUE",2018-10-16,"183","1","TRUE","6413","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1171","MPC70",NA,NA,"FALSE",2018-10-16,"183",NA,"FALSE",NA,"2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1172","RenCas","5426","-1.7","TRUE",2018-10-16,"183","1.6","TRUE","10814","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1173","SMP","1977","0","TRUE",2018-10-16,"183","23.2","TRUE","153366","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1174","SWP",NA,NA,"FALSE",2018-10-16,"183",NA,"FALSE",NA,"2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1175","WMP","2729","-0.9","TRUE",2018-10-16,"183","52.6","TRUE","347288","2885","-0.3","2:19","38275","511","41945","15","660652","137","139"
"1176","AMF","3817","9","TRUE",2014-12-02,"177","8.6","TRUE","92758","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1177","Butter","2849","7.3","TRUE",2014-12-02,"177","6.5","TRUE","69826","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1178","BMP","2560","8.8","TRUE",2014-12-02,"177","0.8","TRUE","8374","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1179","Ched","3017","5.2","TRUE",2014-12-02,"177","3","TRUE","32580","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1180","LAC",NA,NA,"FALSE",2014-12-02,"177",NA,"FALSE",NA,"2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1181","MPC70",NA,NA,"FALSE",2014-12-02,"177",NA,"FALSE",NA,"2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1182","RenCas","7255","9.3","TRUE",2014-12-02,"177","0.8","TRUE","8379","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1183","SMP","2423","5.7","TRUE",2014-12-02,"177","22.9","TRUE","245968","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1184","SWP","1205",NA,"TRUE",2014-12-02,"177",NA,"TRUE",NA,"2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1185","WMP","2229","-7.1","TRUE",2014-12-02,"177","56.9","TRUE","611599","2513","-1.1","1:57","38370","689","39273","11","1074552","128","117"
"1186","AMF","3203","6.7","TRUE",2016-04-05,"163","10.7","TRUE","79738","2188","2.1","2:15","21912","615","22682","15","745481","119","135"
